title:unconcerned, start timestamp:1741764852.494637, stop timestamp:1741764889.809570, headset type:EPOCX, headset serial:E502023B, headset firmware:730, channels:55, sampling rate:eeg_128, samples:4780      , version:2.2, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.F7,EQ.F3,EQ.FC5,EQ.T7,EQ.P7,EQ.O1,EQ.O2,EQ.P8,EQ.T8,EQ.FC6,EQ.F4,EQ.F8,EQ.AF4
1741764871.249705,1741764871.421792,112.000000,0.000000,4397.436035,4355.000000,4396.794922,4419.487305,4344.871582,4294.871582,4339.743652,4352.692383,4332.563965,4321.282227,4530.256348,4590.897461,4436.666504,4563.077148,6673.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,1.000000,25.000000,4.000000,4.000000,1.000000,1.000000,3.000000,3.000000,4.000000,3.000000,3.000000,4.000000,1.000000,3.000000,4.000000,3.000000
1741764871.257513,1741764871.429600,113.000000,0.000000,4392.436035,4348.205078,4390.256348,4417.563965,4347.179688,4285.897461,4329.487305,4336.922852,4311.410156,4316.794922,4533.974121,4580.256348,4437.563965,4565.769043,6927.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.265321,1741764871.437508,114.000000,0.000000,4391.025879,4353.205078,4399.102539,4419.743652,4353.205078,4292.051270,4335.897461,4348.589844,4319.871582,4309.102539,4543.333496,4588.717773,4438.333496,4559.743652,5773.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.273129,1741764871.445317,115.000000,0.000000,4392.307617,4367.948730,4403.333496,4426.666504,4352.948730,4299.487305,4344.358887,4362.820313,4331.666504,4309.230957,4537.820313,4604.743652,4440.384766,4555.769043,6481.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.280937,1741764871.453225,116.000000,0.000000,4402.051270,4378.333496,4408.589844,4429.102539,4357.436035,4297.948730,4344.871582,4367.563965,4332.948730,4329.615234,4551.282227,4614.358887,4451.153809,4567.820313,6673.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.288745,1741764871.461033,117.000000,0.000000,4412.307617,4382.820313,4423.077148,4437.179688,4368.461426,4297.051270,4352.563965,4379.871582,4346.282227,4347.307617,4564.358887,4623.333496,4467.820313,4586.025879,6927.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.296553,1741764871.468941,118.000000,0.000000,4409.871582,4386.410156,4426.410156,4456.282227,4372.307617,4293.205078,4352.436035,4385.641113,4356.666504,4345.000000,4556.153809,4625.512695,4474.743652,4586.794922,5773.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.304362,1741764871.476749,119.000000,0.000000,4403.205078,4390.512695,4418.589844,4463.461426,4373.589844,4287.820313,4338.846191,4375.384766,4349.615234,4339.487305,4566.153809,4622.307617,4470.384766,4580.128418,6481.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.312170,1741764871.484458,120.000000,0.000000,4402.563965,4387.051270,4413.333496,4454.487305,4379.487305,4292.692383,4342.307617,4374.743652,4351.922852,4343.461426,4585.641113,4618.974121,4464.102539,4575.641113,6673.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.319978,1741764871.492266,121.000000,0.000000,4397.948730,4374.871582,4408.846191,4445.256348,4379.230957,4295.000000,4350.641113,4378.461426,4360.128418,4353.205078,4576.410156,4608.461426,4462.179688,4568.077148,6927.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
